Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Kroger,1003,2024-10-11,Midwest,Michigan,Detroit,Powerade,Powerade Blue 50cl,1.17,472,552.24,193.73,35.08
Kroger,1003,2024-10-11,Northeast,Massachusetts,Boston,Sprite,Sprite 1.5L,1.14,350,399.0,162.91,40.83
CVS,1005,2024-10-11,Northeast,Massachusetts,Boston,Sprite,Sprite 1.5L,2.21,268,592.28,144.75,24.44
Target,1002,2024-10-11,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 1.5L,1.86,151,280.86,64.93,23.12
Target,1002,2024-10-11,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 33cl,3.07,233,715.31,167.31,23.39
Target,1002,2024-10-11,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.45,194,281.3,77.64,27.6
Walgreens,1006,2024-10-11,South,Georgia,Atlanta,Powerade,Powerade Blue 50cl,1.11,134,148.74,39.52,26.57
Walgreens,1006,2024-10-12,West,Arizona,Phoenix,Sprite,Sprite 33cl,3.42,305,1043.1,343.7,32.95
Kroger,1003,2024-10-12,West,Arizona,Phoenix,Fanta,Fanta Orange 33cl,1.12,126,141.12,54.2,38.41
CVS,1005,2024-10-12,Midwest,Ohio,Columbus,Dasani Water,Dasani 50cl,1.86,370,688.2,158.15,22.98
Costco,1004,2024-10-12,Midwest,Illinois,Chicago,Dasani Water,Dasani 50cl,1.99,258,513.42,198.64,38.69
Costco,1004,2024-10-12,Northeast,New York,New York City,Dasani Water,Dasani 50cl,2.08,314,653.12,157.99,24.19
Kroger,1003,2024-10-12,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,2.61,287,749.07,239.93,32.03
CVS,1005,2024-10-13,West,Arizona,Phoenix,Powerade,Powerade Red 50cl,1.07,321,343.47,124.89,36.36
Walgreens,1006,2024-10-13,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola Classic 33cl,0.97,339,328.83,74.91,22.78
Kroger,1003,2024-10-13,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 1.5L,3.02,412,1244.24,308.57,24.8
CVS,1005,2024-10-13,Southeast,Virginia,Richmond,Fanta,Fanta Orange 33cl,1.33,94,125.02,41.07,32.85
Target,1002,2024-10-13,Southeast,North Carolina,Charlotte,Sprite,Sprite 1.5L,1.31,217,284.27,103.82,36.52
CVS,1005,2024-10-14,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.72,308,837.76,338.29,40.38
CVS,1005,2024-10-14,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola Classic 33cl,1.37,86,117.82,49.45,41.97
Target,1002,2024-10-14,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,2.93,423,1239.39,310.96,25.09
Target,1002,2024-10-14,Southeast,Tennessee,Nashville,Fanta,Fanta Orange 1.5L,2.41,269,648.29,268.26,41.38
Costco,1004,2024-10-14,West,California,Los Angeles,Powerade,Powerade Red 50cl,1.45,480,696.0,215.69,30.99
Target,1002,2024-10-14,Midwest,Ohio,Columbus,Fanta,Fanta Orange 33cl,3.47,186,645.42,135.09,20.93
Kroger,1003,2024-10-15,South,Florida,Miami,Powerade,Powerade Red 50cl,2.38,160,380.8,149.24,39.19
Kroger,1003,2024-10-15,Midwest,Ohio,Columbus,Coca-Cola,Coca-Cola 1.5L,3.34,164,547.76,215.98,39.43
Target,1002,2024-10-16,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.05,377,395.85,151.45,38.26
Walgreens,1006,2024-10-16,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.3,393,1296.9,326.43,25.17
Target,1002,2024-10-16,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,1.69,184,310.96,115.37,37.1
Walmart,1001,2024-10-16,Northeast,New York,New York City,Sprite,Sprite 33cl,2.26,156,352.56,144.48,40.98
Costco,1004,2024-10-16,West,California,Los Angeles,Sprite,Sprite 33cl,1.9,267,507.3,163.1,32.15
Walgreens,1006,2024-10-16,Southeast,Tennessee,Nashville,Powerade,Powerade Red 50cl,3.0,418,1254.0,468.12,37.33
Kroger,1003,2024-10-16,South,Texas,Houston,Diet Coke,Diet Coke 1.5L,1.22,108,131.76,51.03,38.73
Costco,1004,2024-10-16,Northeast,New York,New York City,Powerade,Powerade Red 50cl,1.99,287,571.13,228.05,39.93
Walgreens,1006,2024-10-17,Northeast,New York,New York City,Powerade,Powerade Red 50cl,1.74,220,382.8,157.29,41.09
Kroger,1003,2024-10-17,South,Georgia,Atlanta,Sprite,Sprite 33cl,1.73,131,226.63,70.6,31.15
Walgreens,1006,2024-10-17,South,Florida,Miami,Coca-Cola,Coca-Cola 1.5L,3.25,188,611.0,238.23,38.99
CVS,1005,2024-10-17,South,Florida,Miami,Sprite,Sprite 33cl,2.93,102,298.86,75.43,25.24
Kroger,1003,2024-10-17,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 1.5L,1.88,115,216.2,80.15,37.07
Costco,1004,2024-10-17,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,0.99,301,297.99,93.57,31.4
Costco,1004,2024-10-17,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 1.5L,1.55,140,217.0,88.58,40.82
Target,1002,2024-10-17,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola 2L,1.06,32,33.92,11.34,33.44
Target,1002,2024-10-17,Southeast,Virginia,Richmond,Dasani Water,Dasani 50cl,0.86,249,214.14,52.53,24.53
Walgreens,1006,2024-10-17,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Blue 50cl,0.85,152,129.2,37.31,28.88
CVS,1005,2024-10-17,West,California,Los Angeles,Dasani Water,Dasani 50cl,1.03,556,572.68,232.11,40.53
Walmart,1001,2024-10-17,South,Florida,Miami,Dasani Water,Dasani 1L,1.37,304,416.48,120.36,28.9
Costco,1004,2024-10-17,Midwest,Illinois,Chicago,Dasani Water,Dasani 50cl,1.26,134,168.84,41.74,24.72
Target,1002,2024-10-17,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,3.08,391,1204.28,286.98,23.83
Target,1002,2024-10-17,South,Florida,Miami,Fanta,Fanta Orange 1.5L,3.48,35,121.8,26.03,21.37
Walmart,1001,2024-10-18,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola Classic 33cl,3.48,76,264.48,67.63,25.57
Kroger,1003,2024-10-18,Northeast,New York,New York City,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.15,373,801.95,285.41,35.59
Walgreens,1006,2024-10-18,West,Washington,Seattle,Coca-Cola,Coca-Cola 2L,3.08,86,264.88,69.77,26.34
Costco,1004,2024-10-18,West,Arizona,Phoenix,Sprite,Sprite 1.5L,2.91,295,858.45,198.13,23.08
Costco,1004,2024-10-18,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 1.5L,2.66,67,178.22,60.86,34.15
Walmart,1001,2024-10-18,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola Classic 33cl,3.16,94,297.04,61.25,20.62
Target,1002,2024-10-18,Northeast,New York,New York City,Diet Coke,Diet Coke 1.5L,1.86,491,913.26,225.58,24.7
CVS,1005,2024-10-19,Midwest,Ohio,Columbus,Fanta,Fanta Orange 1.5L,1.3,241,313.3,92.83,29.63
CVS,1005,2024-10-19,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.94,136,263.84,56.17,21.29
Costco,1004,2024-10-19,Midwest,Ohio,Columbus,Powerade,Powerade Blue 50cl,2.85,381,1085.85,252.24,23.23
Walmart,1001,2024-10-19,South,Texas,Houston,Sprite,Sprite 1.5L,1.14,351,400.14,143.73,35.92
Walmart,1001,2024-10-19,Northeast,Massachusetts,Boston,Diet Coke,Diet Coke 1.5L,1.09,255,277.95,95.45,34.34
Walgreens,1006,2024-10-19,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 2L,1.08,81,87.48,27.96,31.96
Walmart,1001,2024-10-19,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,1.32,147,194.04,76.45,39.4
Kroger,1003,2024-10-19,Southeast,North Carolina,Charlotte,Powerade,Powerade Blue 50cl,1.54,210,323.4,113.13,34.98
Target,1002,2024-10-19,West,Arizona,Phoenix,Diet Coke,Diet Coke 33cl,2.4,317,760.8,296.18,38.93
Costco,1004,2024-10-19,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,2.24,312,698.88,268.51,38.42
Walgreens,1006,2024-10-19,West,California,Los Angeles,Coca-Cola,Coca-Cola Classic 33cl,2.63,536,1409.68,491.56,34.87
Walgreens,1006,2024-10-20,Southeast,Virginia,Richmond,Powerade,Powerade Blue 50cl,2.39,114,272.46,91.44,33.56
Target,1002,2024-10-20,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,2.19,46,100.74,20.8,20.65
Kroger,1003,2024-10-20,West,California,Los Angeles,Sprite,Sprite 33cl,2.93,354,1037.22,421.53,40.64
Costco,1004,2024-10-20,South,Florida,Miami,Sprite,Sprite 33cl,3.11,328,1020.08,426.7,41.83
Walgreens,1006,2024-10-20,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 33cl,1.09,66,71.94,16.32,22.68
Costco,1004,2024-10-20,Southeast,Virginia,Richmond,Sprite,Sprite 33cl,3.06,54,165.24,64.99,39.33
Walmart,1001,2024-10-20,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Red 50cl,2.15,130,279.5,69.2,24.76
Target,1002,2024-10-20,Southeast,Virginia,Richmond,Diet Coke,Diet Coke 33cl,3.29,76,250.04,78.74,31.49
Target,1002,2024-10-20,South,Florida,Miami,Powerade,Powerade Red 50cl,2.07,45,93.15,19.81,21.27
Kroger,1003,2024-10-20,West,Washington,Seattle,Dasani Water,Dasani 50cl,2.87,375,1076.25,367.22,34.12
Costco,1004,2024-10-20,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 33cl,3.19,269,858.11,200.45,23.36
Walmart,1001,2024-10-20,Midwest,Michigan,Detroit,Sprite,Sprite 1.5L,1.58,157,248.06,63.06,25.42
Target,1002,2024-10-20,South,Texas,Houston,Diet Coke,Diet Coke 1.5L,1.2,268,321.6,126.97,39.48
Costco,1004,2024-10-21,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 2L,1.53,559,855.27,313.2,36.62
CVS,1005,2024-10-21,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.21,206,455.26,163.44,35.9
Costco,1004,2024-10-21,South,Georgia,Atlanta,Powerade,Powerade Red 50cl,3.37,412,1388.44,365.3,26.31
Target,1002,2024-10-22,South,Georgia,Atlanta,Fanta,Fanta Orange 1.5L,2.8,382,1069.6,422.39,39.49
Costco,1004,2024-10-22,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 33cl,2.01,270,542.7,121.56,22.4
Walgreens,1006,2024-10-22,South,Georgia,Atlanta,Sprite,Sprite 1.5L,0.83,209,173.47,34.69,20.0
Walgreens,1006,2024-10-22,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola 2L,2.74,322,882.28,321.24,36.41
Walmart,1001,2024-10-22,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 1.5L,2.14,328,701.92,191.83,27.33
Target,1002,2024-10-22,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.07,528,564.96,174.86,30.95
Costco,1004,2024-10-22,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,1.83,437,799.71,262.78,32.86
Kroger,1003,2024-10-22,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 33cl,2.38,109,259.42,84.47,32.56
Target,1002,2024-10-22,South,Texas,Houston,Dasani Water,Dasani 1L,1.17,360,421.2,166.96,39.64
Costco,1004,2024-10-22,Midwest,Michigan,Detroit,Diet Coke,Diet Coke 1.5L,1.21,575,695.75,266.05,38.24
Kroger,1003,2024-10-23,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.19,322,705.18,268.18,38.03
Walgreens,1006,2024-10-23,South,Georgia,Atlanta,Powerade,Powerade Red 50cl,2.42,552,1335.84,524.32,39.25
CVS,1005,2024-10-23,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 1.5L,3.36,294,987.84,253.48,25.66
Target,1002,2024-10-23,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 33cl,2.37,311,737.07,285.39,38.72
Walgreens,1006,2024-10-23,Northeast,Massachusetts,Boston,Sprite,Sprite 33cl,2.07,386,799.02,335.11,41.94
CVS,1005,2024-10-23,West,California,Los Angeles,Dasani Water,Dasani 50cl,2.41,376,906.16,222.28,24.53
Kroger,1003,2024-10-23,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,2.35,340,799.0,273.82,34.27
Walgreens,1006,2024-10-23,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 33cl,2.83,359,1015.97,338.83,33.35
Target,1002,2024-10-24,West,California,Los Angeles,Coca-Cola,Coca-Cola Classic 33cl,2.72,287,780.64,165.5,21.2
Target,1002,2024-10-24,Midwest,Michigan,Detroit,Diet Coke,Diet Coke 1.5L,3.29,229,753.41,274.17,36.39
CVS,1005,2024-10-24,Northeast,New York,New York City,Dasani Water,Dasani 1L,1.24,243,301.32,70.36,23.35
Walgreens,1006,2024-10-24,Midwest,Michigan,Detroit,Sprite,Sprite 33cl,1.17,196,229.32,59.21,25.82
Walgreens,1006,2024-10-24,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,3.49,89,310.61,77.84,25.06
Walgreens,1006,2024-10-24,Midwest,Illinois,Chicago,Sprite,Sprite 33cl,1.68,146,245.28,94.16,38.39
Costco,1004,2024-10-24,Midwest,Illinois,Chicago,Dasani Water,Dasani 50cl,1.94,112,217.28,70.46,32.43
Target,1002,2024-10-24,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,1.37,348,476.76,136.26,28.58
Walmart,1001,2024-10-24,South,Georgia,Atlanta,Diet Coke,Diet Coke 1.5L,1.4,418,585.2,233.2,39.85
Kroger,1003,2024-10-24,Northeast,Massachusetts,Boston,Sprite,Sprite 33cl,1.74,208,361.92,121.1,33.46
Kroger,1003,2024-10-25,Midwest,Illinois,Chicago,Diet Coke,Diet Coke 33cl,2.06,109,224.54,56.81,25.3
Costco,1004,2024-10-25,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 33cl,1.97,194,382.18,141.67,37.07
Walmart,1001,2024-10-25,Southeast,North Carolina,Charlotte,Diet Coke,Diet Coke 1.5L,3.2,123,393.6,109.42,27.8
Costco,1004,2024-10-25,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,2.44,265,646.6,160.87,24.88
Walmart,1001,2024-10-25,West,Washington,Seattle,Diet Coke,Diet Coke 1.5L,3.39,479,1623.81,379.65,23.38
Walgreens,1006,2024-10-25,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola 1.5L,1.06,457,484.42,137.43,28.37
Target,1002,2024-10-25,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 1.5L,1.04,391,406.64,136.88,33.66
Walmart,1001,2024-10-25,South,Florida,Miami,Coca-Cola,Coca-Cola 1.5L,1.22,213,259.86,80.48,30.97
Walmart,1001,2024-10-25,Northeast,New York,New York City,Fanta,Fanta Orange 1.5L,1.45,82,118.9,46.0,38.69
Walmart,1001,2024-10-25,South,Florida,Miami,Coca-Cola,Coca-Cola 2L,2.38,41,97.58,30.25,31.0
Costco,1004,2024-10-25,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 1.5L,1.01,103,104.03,39.92,38.37
Walgreens,1006,2024-10-25,Northeast,New York,New York City,Coca-Cola,Coca-Cola Classic 33cl,2.41,70,168.7,40.88,24.23
Target,1002,2024-10-25,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,1.23,450,553.5,156.64,28.3
CVS,1005,2024-10-25,West,Arizona,Phoenix,Diet Coke,Diet Coke 1.5L,1.77,429,759.33,168.04,22.13
CVS,1005,2024-10-25,West,Arizona,Phoenix,Sprite,Sprite 33cl,1.62,72,116.64,47.73,40.92
Walmart,1001,2024-10-25,West,Washington,Seattle,Coca-Cola,Coca-Cola 2L,0.81,153,123.93,40.2,32.44
Target,1002,2024-10-25,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola 2L,0.8,45,36.0,10.22,28.39
Walgreens,1006,2024-10-25,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 1.5L,1.18,63,74.34,27.42,36.89
Walmart,1001,2024-10-26,Southeast,Virginia,Richmond,Sprite,Sprite 1.5L,1.91,106,202.46,58.47,28.88
Walmart,1001,2024-10-26,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.71,300,513.0,114.55,22.33
Walmart,1001,2024-10-26,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,3.17,234,741.78,179.14,24.15
Walgreens,1006,2024-10-26,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,2.28,100,228.0,75.83,33.26
Walmart,1001,2024-10-27,West,California,Los Angeles,Coca-Cola,Coca-Cola Classic 33cl,2.91,599,1743.09,694.62,39.85
Kroger,1003,2024-10-27,West,California,Los Angeles,Diet Coke,Diet Coke 33cl,3.13,325,1017.25,282.59,27.78
Walgreens,1006,2024-10-27,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 33cl,2.16,273,589.68,169.18,28.69
Costco,1004,2024-10-27,Northeast,Pennsylvania,Philadelphia,Coca-Cola Zero Sugar,Coke Zero 33cl,2.44,80,195.2,61.25,31.38
Kroger,1003,2024-10-27,West,Washington,Seattle,Diet Coke,Diet Coke 1.5L,1.01,286,288.86,73.54,25.46
Kroger,1003,2024-10-27,West,Washington,Seattle,Coca-Cola,Coca-Cola 2L,3.37,129,434.73,158.85,36.54
Kroger,1003,2024-10-28,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 33cl,1.17,446,521.82,108.02,20.7
Costco,1004,2024-10-28,Southeast,North Carolina,Charlotte,Diet Coke,Diet Coke 33cl,1.24,233,288.92,93.21,32.26
Walmart,1001,2024-10-28,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,1.4,197,275.8,98.54,35.73
Walmart,1001,2024-10-28,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,0.85,395,335.75,119.46,35.58
Costco,1004,2024-10-28,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,3.08,173,532.84,172.85,32.44
CVS,1005,2024-10-28,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,0.96,323,310.08,119.32,38.48
Costco,1004,2024-10-29,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,2.7,326,880.2,317.49,36.07
Walgreens,1006,2024-10-29,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 1.5L,1.86,571,1062.06,347.72,32.74
CVS,1005,2024-10-29,Northeast,New York,New York City,Coca-Cola,Coca-Cola 1.5L,2.59,155,401.45,97.75,24.35
Kroger,1003,2024-10-29,Midwest,Illinois,Chicago,Powerade,Powerade Blue 50cl,3.04,95,288.8,107.49,37.22
Walmart,1001,2024-10-29,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola Classic 33cl,3.08,178,548.24,226.26,41.27
Kroger,1003,2024-10-30,Northeast,New York,New York City,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.13,304,343.52,88.04,25.63
Kroger,1003,2024-10-30,Northeast,Massachusetts,Boston,Dasani Water,Dasani 50cl,1.87,542,1013.54,210.71,20.79
Target,1002,2024-10-30,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 33cl,1.42,362,514.04,160.84,31.29
Kroger,1003,2024-10-30,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 33cl,1.32,224,295.68,65.76,22.24
Target,1002,2024-10-31,South,Florida,Miami,Sprite,Sprite 33cl,2.56,442,1131.52,475.13,41.99
Kroger,1003,2024-10-31,Southeast,Virginia,Richmond,Fanta,Fanta Orange 33cl,2.01,507,1019.07,418.02,41.02
Walgreens,1006,2024-10-31,West,Arizona,Phoenix,Dasani Water,Dasani 50cl,2.79,169,471.51,113.87,24.15
Costco,1004,2024-10-31,Northeast,Massachusetts,Boston,Sprite,Sprite 33cl,3.25,168,546.0,211.08,38.66
Kroger,1003,2024-10-31,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 33cl,1.08,307,331.56,136.83,41.27
Walgreens,1006,2024-11-01,Midwest,Illinois,Chicago,Sprite,Sprite 1.5L,2.6,135,351.0,101.54,28.93
Walgreens,1006,2024-11-01,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,2.52,259,652.68,182.55,27.97
CVS,1005,2024-11-01,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,1.18,34,40.12,10.92,27.22
Costco,1004,2024-11-01,South,Texas,Houston,Diet Coke,Diet Coke 1.5L,2.65,82,217.3,88.38,40.67
Walgreens,1006,2024-11-01,West,California,Los Angeles,Dasani Water,Dasani 1L,3.44,421,1448.24,538.02,37.15
Walgreens,1006,2024-11-01,Midwest,Michigan,Detroit,Powerade,Powerade Blue 50cl,3.15,316,995.4,410.8,41.27
Walgreens,1006,2024-11-01,South,Florida,Miami,Dasani Water,Dasani 1L,2.81,475,1334.75,383.34,28.72
Target,1002,2024-11-01,Southeast,North Carolina,Charlotte,Diet Coke,Diet Coke 33cl,1.22,380,463.6,113.67,24.52
Walmart,1001,2024-11-01,Midwest,Illinois,Chicago,Sprite,Sprite 1.5L,2.99,167,499.33,101.81,20.39
Costco,1004,2024-11-01,West,Washington,Seattle,Sprite,Sprite 1.5L,2.3,268,616.4,225.6,36.6
Walmart,1001,2024-11-01,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 1.5L,3.24,207,670.68,240.37,35.84
Costco,1004,2024-11-02,Southeast,Virginia,Richmond,Coca-Cola,Coca-Cola Classic 33cl,2.3,214,492.2,180.49,36.67
Target,1002,2024-11-02,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,2.78,159,442.02,89.02,20.14
CVS,1005,2024-11-02,West,California,Los Angeles,Diet Coke,Diet Coke 33cl,2.92,282,823.44,334.89,40.67
CVS,1005,2024-11-02,Northeast,New York,New York City,Sprite,Sprite 1.5L,2.5,363,907.5,212.45,23.41
Walmart,1001,2024-11-02,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 1.5L,3.22,46,148.12,37.47,25.3
Costco,1004,2024-11-02,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.5,234,819.0,261.1,31.88
CVS,1005,2024-11-02,Southeast,Tennessee,Nashville,Powerade,Powerade Red 50cl,1.2,157,188.4,74.46,39.52
Target,1002,2024-11-03,Northeast,Pennsylvania,Philadelphia,Fanta,Fanta Orange 33cl,1.2,267,320.4,90.51,28.25
Target,1002,2024-11-03,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 33cl,1.99,314,624.86,161.03,25.77
Costco,1004,2024-11-03,Midwest,Michigan,Detroit,Fanta,Fanta Orange 33cl,0.9,137,123.3,30.78,24.96
Walgreens,1006,2024-11-03,Midwest,Ohio,Columbus,Powerade,Powerade Blue 50cl,2.82,275,775.5,282.36,36.41
Walgreens,1006,2024-11-03,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.31,282,369.42,144.96,39.24
Walgreens,1006,2024-11-03,South,Florida,Miami,Dasani Water,Dasani 50cl,1.09,330,359.7,99.03,27.53
Costco,1004,2024-11-03,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.41,316,445.56,172.39,38.69
Target,1002,2024-11-03,West,California,Los Angeles,Powerade,Powerade Blue 50cl,1.56,131,204.36,69.69,34.1
Walmart,1001,2024-11-03,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.85,150,427.5,104.52,24.45
Kroger,1003,2024-11-03,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,2.81,428,1202.68,338.55,28.15
Kroger,1003,2024-11-04,West,Washington,Seattle,Coca-Cola,Coca-Cola Classic 33cl,1.48,239,353.72,97.95,27.69
Target,1002,2024-11-04,Southeast,Virginia,Richmond,Dasani Water,Dasani 50cl,2.03,173,351.19,120.07,34.19
Walmart,1001,2024-11-04,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,1.97,161,317.17,76.06,23.98
Target,1002,2024-11-04,South,Florida,Miami,Dasani Water,Dasani 50cl,1.52,258,392.16,156.0,39.78
Walgreens,1006,2024-11-04,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 2L,1.63,254,414.02,145.57,35.16
Walmart,1001,2024-11-04,Southeast,Tennessee,Nashville,Powerade,Powerade Blue 50cl,0.86,282,242.52,81.85,33.75
CVS,1005,2024-11-04,South,Texas,Houston,Powerade,Powerade Blue 50cl,3.05,187,570.35,174.7,30.63
Walgreens,1006,2024-11-04,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 33cl,1.56,173,269.88,95.05,35.22
CVS,1005,2024-11-04,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 33cl,3.26,120,391.2,127.65,32.63
Costco,1004,2024-11-04,Midwest,Michigan,Detroit,Diet Coke,Diet Coke 33cl,0.9,288,259.2,93.13,35.93
CVS,1005,2024-11-04,Northeast,New York,New York City,Sprite,Sprite 1.5L,1.74,35,60.9,23.51,38.61
Kroger,1003,2024-11-04,South,Florida,Miami,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.81,102,286.62,109.49,38.2
Target,1002,2024-11-04,Southeast,Tennessee,Nashville,Sprite,Sprite 33cl,1.2,159,190.8,40.05,20.99
Walgreens,1006,2024-11-05,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 33cl,0.82,77,63.14,14.36,22.74
Costco,1004,2024-11-05,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 33cl,2.19,290,635.1,141.06,22.21
Costco,1004,2024-11-05,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 33cl,0.82,151,123.82,25.92,20.93
Costco,1004,2024-11-05,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 33cl,0.94,117,109.98,28.36,25.79
Walmart,1001,2024-11-05,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,3.48,310,1078.8,245.21,22.73
Costco,1004,2024-11-05,West,Arizona,Phoenix,Dasani Water,Dasani 1L,1.1,80,88.0,34.8,39.55
Walmart,1001,2024-11-06,South,Georgia,Atlanta,Dasani Water,Dasani 50cl,1.95,238,464.1,187.91,40.49
Walmart,1001,2024-11-06,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,1.52,187,284.24,115.54,40.65
Walgreens,1006,2024-11-06,South,Texas,Houston,Powerade,Powerade Blue 50cl,1.8,238,428.4,106.37,24.83
Costco,1004,2024-11-06,Midwest,Ohio,Columbus,Sprite,Sprite 1.5L,2.22,189,419.58,164.35,39.17
CVS,1005,2024-11-06,West,Washington,Seattle,Diet Coke,Diet Coke 1.5L,1.03,187,192.61,61.81,32.09
CVS,1005,2024-11-06,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,2.97,71,210.87,42.68,20.24
